Unique id	Gene symbol	GeneBank accession	P-value (BRCA1 pools vs BRCA2 vs BRCAX pools)	P-value (Treated vs non-treated BRCA1/2/X pools)	P-value (Treated vs non-treated healthy control pools)
4250133	CBL	NM_005188.2	NS	NS	0.0325779
1030538	C9orf9	NM_018956.3	NS	NS	0.032592
6060068	ARID4A	NM_002892.2	NS	NS	0.0326053
3130091	TMCO3	NM_017905.3	NS	NS	0.0327113
4040482	ITGB4BP	NM_181466.1	NS	NS	0.0327657
7400136	HLA-DMA	NM_006120.2	NS	NS	0.0327845
3170441	LZTS2	NM_032429.1	NS	NS	0.0328423
5570730	C12orf31	NM_032338.2	NS	NS	0.0328536
6380598	IMP4	NM_033416.1	NS	NS	0.0328772
2940093	CDCA1	NM_031423.2	NS	NS	0.0329089
6940612	FLJ20186	NM_017702.2	NS	NS	0.0329973
510187	NIFUN	NM_014301.2	NS	NS	0.033
7150671	C10orf26	NM_017787.3	NS	NS	0.0330319
1570670	CROP	NM_006107.2	NS	NS	0.0330579
1190091	UQCRC1	NM_003365.2	NS	NS	0.0331223
2650192	SNF8	NM_007241.2	NS	NS	0.0331738
6590193	KIAA0853	NM_015070.2	NS	NS	0.0332004
2650040	PRPSAP2	NM_002767.2	NS	NS	0.0332055
10524	PRC1	NM_003981.2	NS	NS	0.0332678
4900048	LMNB1	NM_005573.2	NS	NS	0.0333513
2350674	SCAMP1	NM_052822.2	NS	NS	0.0333751
1580709	KLK6	NM_002774.3	NS	NS	0.0333841
7150075	FLJ39827	NM_152424.1	NS	NS	0.0334215
2120653	FLJ22318	NM_022762.3	NS	NS	0.0334633
2650170	EXOSC4	NM_019037.2	NS	NS	0.0335029
7160605	DHX32	NM_018180.2	NS	NS	0.0336693
360711	MGC10433	NM_024321.3	NS	NS	0.0336935
460433	MYBPC1	NM_206820.1	NS	NS	0.0337058
840348	ARHGAP1	NM_004308.2	NS	NS	0.0337322
1710286	MFNG	NM_002405.2	NS	NS	0.0337564
2100278	ZNF566	NM_032838.2	NS	NS	0.0337853
940487	DNPEP	NM_012100.1	NS	NS	0.0337874
5890593	MTHFD1L	NM_015440.3	NS	NS	0.0337933
7000008	TSSC4	NM_005706.2	NS	NS	0.0338063
1780484	IFI35	NM_005533.2	NS	NS	0.0338471
5260376	ACAD9	NM_014049.3	NS	NS	0.0338644
7210095	UPF3A	NM_080687.1	NS	NS	0.0339033
3290286	SELM	NM_080430.2	NS	NS	0.0339981
5420189	RPS19BP1	NM_194326.2	NS	NS	0.0340395
160019	DIRAS1	NM_145173.1	NS	NS	0.0340951
4230341	SELI	NM_033505.1	NS	NS	0.0342211
6060523	LOC144983	NM_001011724.1	NS	NS	0.0342425
4070504	TAF13	NM_005645.3	NS	NS	0.0342773
3390685	MKRN1	NM_013446.2	NS	NS	0.034373
6200053	TOP2B	NM_001068.2	NS	NS	0.0344663
3930367	COMMD7	NM_053041.1	NS	NS	0.0344836
5130129	CTAG2	NM_020994.2	NS	NS	0.0345628
3840243	VANGL2	NM_020335.1	NS	NS	0.0345709
6840148	AMN	NM_030943.1	NS	NS	0.0345923
4730328	GCET2	NM_001008756.1	NS	NS	0.0346109
6510504	TRIM65	NM_173547.2	NS	NS	0.0346172
2480095	MLYCD	NM_012213.1	NS	NS	0.0346553
2510358	MGC16943	NM_080663.1	NS	NS	0.0347183
6060161	TSFM	NM_005726.2	NS	NS	0.0348001
4260184	KIR2DL3	NM_015868.2	NS	NS	0.0348365
2190152	MPPE1	NM_138608.2	NS	NS	0.0348557
6100577	CNAP1	NM_014865.2	NS	NS	0.0349855
4760338	CAST	NM_173060.1	NS	NS	0.0350041
7000296	MMACHC	NM_015506.1	NS	NS	0.0350156
1440379	SETX	NM_015046.4	NS	NS	0.0350668
3830719	C1orf71	NM_152609.1	NS	NS	0.0351622
2600296	GKAP1	NM_025211.2	NS	NS	0.035271
3180725	TNPO2	NM_013433.3	NS	NS	0.0352993
4860408	ZNF593	NM_015871.2	NS	NS	0.0353161
3460338	C1orf122	NM_198446.1	NS	NS	0.035419
7650379	FLJ32028	NM_152680.1	NS	NS	0.0354297
3370470	KIAA0319L	NM_024874.3	NS	NS	0.0355473
2030040	RNF167	NM_015528.1	NS	NS	0.0355486
2260445	BAG3	NM_004281.3	NS	NS	0.0355595
2900246	PYY2	NM_021093.1	NS	NS	0.0355634
5420463	SSH1	NM_018984.2	NS	NS	0.0356445
2650619	CAPSL	NM_144647.2	NS	NS	0.0356492
3830343	TMEM16H	NM_020959.1	NS	NS	0.0356492
4250593	HSPD1	NM_199440.1	NS	NS	0.0356535
7160136	ADAM30	NM_021794.2	NS	NS	0.0356605
6100162	TRIM41	NM_033549.3	NS	NS	0.0356705
4560689	CBFA2T2	NM_001032999.1	NS	NS	0.0358697
610725	TBX1	NM_080646.1	NS	NS	0.0358761
1430192	ITGB1	NM_033666.1	NS	NS	0.0360035
5560575	HAS2	NM_005328.1	NS	NS	0.036028
940292	BCKDHB	NM_183050.1	NS	NS	0.0360976
2570722	FLJ22624	NM_024808.2	NS	NS	0.0361133
6290709	EIF2S2	NM_003908.3	NS	NS	0.0361296
3310674	FBXW11	NM_033644.2	NS	NS	0.0361971
2370471	WHSC1L1	NM_023034.1	NS	NS	0.0362575
1740364	GPS2	NM_004489.4	NS	NS	0.0362931
5420520	CNNM4	NM_020184.2	NS	NS	0.0363481
3840500	PIM2	NM_006875.2	NS	NS	0.0365039
4560528	PPIL2	NM_014337.2	NS	NS	0.036518
1690427	OR4C6	NM_001004704.1	NS	NS	0.0365376
630731	FLJ35767	NM_207459.1	NS	NS	0.0366049
4060475	SPINT1	NM_181642.2	NS	NS	0.0366633
7560446	ZNF217	NM_006526.2	NS	NS	0.0367466
6520692	GPR26	NM_153442.1	NS	NS	0.03676
6620681	CRSP8	NM_004269.2	NS	NS	0.0367943
7330577	PGK2	NM_138733.2	NS	NS	0.0368074
6400735	SLC6A11	NM_014229.1	NS	NS	0.036811
110674	NDUFAF1	NM_016013.2	NS	NS	0.0368302
940132	KIAA1961	NM_133372.1	NS	NS	0.0368972
5220021	YIF1A	NM_020470.1	NS	NS	0.0369173
4610538	HESX1	NM_003865.1	NS	NS	0.0369483
160278	ANKRD17	NM_032217.3	NS	NS	0.0370221
5720685	C1orf102	NM_206837.1	NS	NS	0.0370252
4810273	FLJ12571	NM_024926.1	NS	NS	0.0370542
5820452	PCDHGB5	NM_032099.1	NS	NS	0.0371286
6900059	TUBB4Q	NM_020040.3	NS	NS	0.0371681
7320554	CRTAP	NM_006371.3	NS	NS	0.0372853
5910139	PRMT1	NM_198319.1	NS	NS	0.0373682
3180370	SMO	NM_005631.3	NS	NS	0.0374149
3360020	ADAM10	NM_001110.2	NS	NS	0.0374216
2350382	RAB42	NM_152304.1	NS	NS	0.0374249
2650601	ARHGAP11A	NM_199357.1	NS	NS	0.0374464
7560575	INADL	NM_176877.1	NS	NS	0.0375579
7210369	ZNF511	NM_145806.2	NS	NS	0.0376412
3440537	MAP6D1	NM_024871.1	NS	NS	0.0376886
5260019	LOC130355	NM_001017927.1	NS	NS	0.0377003
6270553	NODAL	NM_018055.3	NS	NS	0.0377028
4730133	SIRT5	NM_031244.1	NS	NS	0.0377195
10273	DSCR1L2	NM_013441.2	NS	NS	0.0377552
1780079	GCET2	NM_001008756.1	NS	NS	0.0378263
1990593	DEPDC1	NM_017779.3	NS	NS	0.0380358
4210470	SLC35A2	NM_005660.1	NS	NS	0.0380586
4230603	C6orf51	NM_138408.2	NS	NS	0.038236
3930541	ELMOD2	NM_153702.1	NS	NS	0.0382659
3840168	GNB3	NM_002075.2	NS	NS	0.0383144
5050561	SGPP1	NM_030791.2	NS	NS	0.0383722
3400487	BMPR2	NM_001204.5	NS	NS	0.038409
4260386	ZNF550	NM_153231.2	NS	NS	0.038469
4900685	FLJ20323	NM_019005.2	NS	NS	0.0384802
5890494	HBP1	NM_012257.3	NS	NS	0.038491
4590220	NFKBIB	NM_001001716.1	NS	NS	0.0385192
1450184	LOC153222	NM_153607.1	NS	NS	0.0385497
6200563	ZNF654	NM_018293.1	NS	NS	0.0385844
4150725	PHKB	NM_001031835.1	NS	NS	0.0385928
1300750	CASP8	NM_033358.2	NS	NS	0.0386096
6060224	CRISPLD2	NM_031476.1	NS	NS	0.0386903
5080154	TRIAP1	NM_016399.2	NS	NS	0.038699
3870349	AKT1	NM_005163.2	NS	NS	0.0387046
650538	DKFZp667M2411	NM_207323.1	NS	NS	0.0387077
6180370	RP2	NM_006915.1	NS	NS	0.0387485
2850576	TRIM25	NM_005082.4	NS	NS	0.0387837
1430064	C20orf24	NM_199485.1	NS	NS	0.0388022
2140692	ACBD6	NM_032360.2	NS	NS	0.0388329
6180059	CCL4L1	NM_001001435.2	NS	NS	0.0388369
4290475	SNRPB	NM_003091.3	NS	NS	0.0388791
240438	C22orf15	NM_182520.1	NS	NS	0.0390379
3940477	FOXP2	NM_148898.1	NS	NS	0.0391102
2810181	NAGS	NM_153006.2	NS	NS	0.0391277
6250544	YTHDC1	NM_001031732.1	NS	NS	0.0391349
6660431	HMOX2	NM_002134.2	NS	NS	0.0391626
1110187	TOR2A	NM_130459.1	NS	NS	0.0391923
1570543	SLC17A5	NM_012434.3	NS	NS	0.0392537
4060121	UROD	NM_000374.3	NS	NS	0.0393019
6650593	LOC440686	NM_001025303.1	NS	NS	0.0393134
730746	EME1	NM_152463.1	NS	NS	0.0394161
5960600	LOC504188	NM_001013404.1	NS	NS	0.0395043
6660154	GTDC1	NM_001006636.1	NS	NS	0.0395508
1260167	SCYL3	NM_181093.1	NS	NS	0.0396789
6520594	ARHGDIA	NM_004309.3	NS	NS	0.0397403
4760327	CPE	NM_001873.1	NS	NS	0.0397773
1010102	MAX	NM_145114.1	NS	NS	0.0397774
840039	CASP7	NM_033339.3	NS	NS	0.0398886
5310433	CHD8	NM_020920.1	NS	NS	0.0399153
5890136	VPS13C	NM_018080.2	NS	NS	0.0400611
5340670	LRRC8E	NM_025061.3	NS	NS	0.0400988
50519	DDN	NM_015086.1	NS	NS	0.0401737
6650102	TSPAN4	NM_001025237.1	NS	NS	0.0401819
6100296	DEXI	NM_014015.3	NS	NS	0.0402184
6760609	ANKRD26	NM_014915.1	NS	NS	0.0402531
1740474	SURF2	NM_017503.2	NS	NS	0.0402659
7610646	C3orf10	NM_018462.4	NS	NS	0.0402802
5260594	LRRC50	NM_178452.3	NS	NS	0.0402814
3710070	U2AF1L3	NM_144987.1	NS	NS	0.0403118
5550309	PARP1	NM_001618.2	NS	NS	0.040356
6180465	GAB1	NM_207123.1	NS	NS	0.0403731
4250747	DCK	NM_000788.1	NS	NS	0.0404009
3420209	MED19	NM_153450.1	NS	NS	0.0404455
4040563	OR52E6	NM_001005167.1	NS	NS	0.0405386
2450564	FLJ20487	NM_017841.1	NS	NS	0.0405484
1260671	DHRS7B	NM_015510.3	NS	NS	0.0405651
3140088	UNQ9217	NM_205548.1	NS	NS	0.0405798
7320537	PUSL1	NM_153339.1	NS	NS	0.0406935
1430678	TRIO	NM_007118.2	NS	NS	0.0407567
270601	RND2	NM_005440.3	NS	NS	0.0408056
2070523	FLJ20625	NM_017907.1	NS	NS	0.0408115
6860309	SSBP1	NM_003143.1	NS	NS	0.0408121
3890044	FOXRED1	NM_017547.2	NS	NS	0.0410291
6330386	SNAPC5	NM_006049.1	NS	NS	0.0410393
4070215	PRKCB1	NM_212535.1	NS	NS	0.0410717
940403	C14orf100	NM_016475.2	NS	NS	0.0411041
870685	ZNF549	NM_153263.1	NS	NS	0.0411507
70564	ST5	NM_213618.1	NS	NS	0.0412547
2000315	BMPR1A	NM_004329.2	NS	NS	0.0413862
730072	ATP8A1	NM_006095.1	NS	NS	0.0414258
6420035	CRYZL1	NM_145858.1	NS	NS	0.0414271
6380059	ELK4	NM_001973.2	NS	NS	0.0414626
4050736	FAM76A	NM_152660.1	NS	NS	0.0414828
1260731	C6orf167	NM_198468.1	NS	NS	0.041485
1580181	TKT	NM_001064.1	NS	NS	0.0415098
5390537	CXorf44	NM_138362.1	NS	NS	0.04151
2810270	GADD45B	NM_015675.1	NS	NS	0.04156
1030162	MPN2	NM_183062.2	NS	NS	0.0416683
540053	ATP11B	NM_014616.1	NS	NS	0.0417627
2640544	GBL	NM_022372.2	NS	NS	0.0417895
5090358	CNOT8	NM_004779.4	NS	NS	0.0418228
6040307	PRAF2	NM_007213.1	NS	NS	0.041824
5390736	MRPL12	NM_002949.2	NS	NS	0.0418247
7570711	MRPS12	NM_033363.1	NS	NS	0.041871
6650044	MED9	NM_018019.2	NS	NS	0.0418775
1820037	WHSC1L1	NM_017778.2	NS	NS	0.0419104
6960332	FLJ23588	NM_022785.2	NS	NS	0.0419995
6330022	ACCN1	NM_183377.1	NS	NS	0.0419996
3850653	DECR2	NM_020664.3	NS	NS	0.0420587
1240253	NCOA7	NM_181782.2	NS	NS	0.0420786
4050192	C10orf125	NM_198472.1	NS	NS	0.042162
6370041	TTC3	NM_003316.3	NS	NS	0.0421978
6350242	LMO7	NM_005358.3	NS	NS	0.0422295
4480463	LOC441046	NM_001011539.1	NS	NS	0.0422631
2490494	FLJ22313	NM_022373.3	NS	NS	0.042438
1980538	ZFP106	NM_022473.1	NS	NS	0.0424424
3170241	FECH	NM_000140.2	NS	NS	0.0424867
2070019	APTX	NM_175073.1	NS	NS	0.0425311
1820440	FAM111A	NM_022074.2	NS	NS	0.0425725
3130221	ADAMTS6	NM_197941.2	NS	NS	0.0425803
150551	FGA	NM_000508.3	NS	NS	0.0426792
5260253	PNPLA4	NM_004650.1	NS	NS	0.0427228
4810692	CCDC3	NM_031455.2	NS	NS	0.0427512
1230646	ABCC6	NM_001171.2	NS	NS	0.042776
6330035	MYF5	NM_005593.1	NS	NS	0.0427831
2340707	HYAL3	NM_003549.2	NS	NS	0.0427851
730259	ATP2C1	NM_014382.2	NS	NS	0.0428111
2140672	IMPDH1	NM_000883.2	NS	NS	0.0428147
380215	NOL7	NM_016167.3	NS	NS	0.0428764
110709	C18orf54	NM_173529.3	NS	NS	0.0428893
5890491	CXorf26	NM_016500.3	NS	NS	0.0429542
2360475	CSRP2BP	NM_020536.2	NS	NS	0.0429657
3610634	C20orf3	NM_020531.2	NS	NS	0.0430647
6330121	LOC93622	NM_138699.2	NS	NS	0.0430877
1170301	LATS2	NM_014572.1	NS	NS	0.0432366
2350736	MRPL39	NM_080794.2	NS	NS	0.0433513
4810575	ISLR2	NM_020851.1	NS	NS	0.0433628
1430743	CYC1	NM_001916.2	NS	NS	0.0434842
5670040	SDF2L1	NM_022044.2	NS	NS	0.0435984
6400041	SEC13L1	NM_183352.1	NS	NS	0.0436603
10376	TTC6	NM_001007795.1	NS	NS	0.0436912
290193	FIGNL1	NM_022116.2	NS	NS	0.0436955
1030563	WDR37	NM_014023.3	NS	NS	0.0437129
2970324	NBR1	NM_005899.2	NS	NS	0.0438122
620215	FLJ33790	NM_173583.1	NS	NS	0.043841
5690653	PAX7	NM_002584.1	NS	NS	0.0439988
1410382	C1orf27	NM_017847.3	NS	NS	0.0440068
4480068	TPMT	NM_000367.2	NS	NS	0.0440095
6350221	UCP3	NM_003356.2	NS	NS	0.0440338
4290315	TSCOT	NM_033051.2	NS	NS	0.0440989
6520544	GDF9	NM_005260.2	NS	NS	0.0441027
50750	ASB7	NM_198243.1	NS	NS	0.0441422
3890327	OXSR1	NM_005109.2	NS	NS	0.044194
610309	ABHD10	NM_018394.1	NS	NS	0.0442472
4810220	ZNF451	NM_001031623.1	NS	NS	0.0442847
5490128	TUBA6	NM_032704.2	NS	NS	0.0442961
7320291	TRPV4	NM_147204.1	NS	NS	0.0443403
6040152	CENTB2	NM_012287.3	NS	NS	0.0443686
670626	SPATA2	NM_006038.2	NS	NS	0.0445182
770189	SLC6A19	NM_001003841.1	NS	NS	0.044588
5080246	ASPA	NM_000049.2	NS	NS	0.044681
3420471	ST6GAL1	NM_173217.1	NS	NS	0.0446935
6220612	MYOCD	NM_153604.1	NS	NS	0.04479
1940497	EPS15L1	NM_021235.1	NS	NS	0.0448081
6350521	CDKN2A	NM_058197.2	NS	NS	0.0448468
380482	CASC5	NM_170589.2	NS	NS	0.0448778
5960224	INDOL1	NM_194294.1	NS	NS	0.0449192
7560113	ZC3H7A	NM_014153.2	NS	NS	0.0449257
1190100	WWP2	NM_199423.1	NS	NS	0.0449683
6220161	PSCD3	NM_004227.3	NS	NS	0.0450057
2710161	LOC81558	NM_030802.2	NS	NS	0.0451673
1410673	ZSCAN5	NM_024303.1	NS	NS	0.0452135
3400082	SPOP	NM_001007228.1	NS	NS	0.0453443
3450356	FAM50A	NM_004699.1	NS	NS	0.045345
5720347	BLR1	NM_032966.1	NS	NS	0.045353
6060520	TBC1D15	NM_022771.3	NS	NS	0.0453534
4280064	HTF9C	NM_022727.4	NS	NS	0.0454005
650338	TMCO1	NM_019026.2	NS	NS	0.045446
6290162	R3HDML	NM_178491.2	NS	NS	0.0455884
5820176	LOC552891	NM_004125.2	NS	NS	0.0455957
6280338	TRIM23	NM_033228.2	NS	NS	0.0456576
7210692	NUMB	NM_003744.5	NS	NS	0.0457268
730370	ANKHD1	NM_017978.1	NS	NS	0.0457634
3420546	RACGAP1	NM_013277.2	NS	NS	0.0457645
4120075	PDDC1	NM_182612.1	NS	NS	0.0459248
6900612	C1orf155	NM_033319.1	NS	NS	0.045993
5910564	MST1R	NM_002447.1	NS	NS	0.0460791
650743	TMEM103	NM_017713.1	NS	NS	0.0460917
6590707	TRMT1	NM_017722.2	NS	NS	0.0460927
3870328	KIAA0372	NM_014639.2	NS	NS	0.0461087
3610538	NEK2	NM_002497.2	NS	NS	0.046177
2230484	SLC39A8	NM_022154.5	NS	NS	0.0462105
2260010	POMGNT1	NM_017739.1	NS	NS	0.0462184
70008	DNAJC17	NM_018163.1	NS	NS	0.0462218
4640068	CXorf40B	NM_001013845.1	NS	NS	0.0462515
5690048	IL24	NM_006850.2	NS	NS	0.0462611
2490739	RNASE10	NM_001012975.1	NS	NS	0.0462649
4590138	CLCN3	NM_173872.2	NS	NS	0.0462918
7150095	PRKCB1	NM_212535.1	NS	NS	0.0462973
2100632	MRPL4	NM_015956.2	NS	NS	0.0463736
1440224	FBLIM1	NM_001024215.1	NS	NS	0.0464044
5910022	C3orf21	NM_152531.3	NS	NS	0.0464367
6770736	PTPRC	NM_002838.2	NS	NS	0.0464853
2370433	FBXO8	NM_012180.2	NS	NS	0.0464858
1440392	TTC9B	NM_152479.3	NS	NS	0.0465044
110707	ARL6IP	NM_015161.1	NS	NS	0.0465982
5130598	C11orf31	NM_170746.2	NS	NS	0.0466997
3460215	NFKBIB	NM_002503.3	NS	NS	0.0467507
6180162	LOC150383	NM_001008917.1	NS	NS	0.0467995
2810343	FLJ20397	NM_017802.2	NS	NS	0.0469057
7320450	ZNF81	NM_007137.1	NS	NS	0.046919
6400600	FLYWCH1	NM_032296.2	NS	NS	0.0469413
3800189	ZNF679	NM_153363.1	NS	NS	0.0470824
1170477	C19orf24	NM_017914.2	NS	NS	0.047101
6940047	GPATC2	NM_018040.1	NS	NS	0.0471104
6100066	AHCYL1	NM_006621.3	NS	NS	0.0471289
6130292	EXPH5	NM_015065.1	NS	NS	0.04721
4180431	C20orf29	NM_018347.1	NS	NS	0.047238
6040128	NUDT16	NM_152395.1	NS	NS	0.0472678
3830519	PHF20	NM_016436.3	NS	NS	0.047285
3190026	SFXN1	NM_022754.4	NS	NS	0.0472875
6510021	ISGF3G	NM_006084.3	NS	NS	0.0473011
3890544	RNF126	NM_194460.1	NS	NS	0.0473143
3710711	ARID4B	NM_016374.4	NS	NS	0.0473359
1090598	TNNT2	NM_001001432.1	NS	NS	0.0473976
7400523	TGFB3	NM_003239.1	NS	NS	0.0476008
540553	SOCS4	NM_199421.1	NS	NS	0.0476048
4730324	RSBN1	NM_018364.3	NS	NS	0.0476672
6590397	ATHL1	NM_025092.1	NS	NS	0.0477398
4260035	PRKAR1A	NM_002734.3	NS	NS	0.0477896
5810551	GMCL1	NM_178439.3	NS	NS	0.0480073
1240390	LOC128439	NM_139016.2	NS	NS	0.0480218
360768	CYB561D2	NM_007022.3	NS	NS	0.048052
6900682	CREB3L3	NM_032607.1	NS	NS	0.0480592
7650411	FAM78B	NM_001017961.1	NS	NS	0.0480675
7330097	NRAP	NM_006175.3	NS	NS	0.048187
1260021	UBE2C	NM_181799.1	NS	NS	0.0482019
1430333	SUZ12	NM_015355.1	NS	NS	0.0482055
4810722	NCDN	NM_001014839.1	NS	NS	0.0482997
4760543	NUP62	NM_153719.2	NS	NS	0.0483885
990722	CENPJ	NM_018451.2	NS	NS	0.048478
4060192	SLC25A26	NM_001009937.1	NS	NS	0.0485012
4260687	EDD1	NM_015902.4	NS	NS	0.0485212
670201	HSPA2	NM_021979.2	NS	NS	0.0485806
2640204	PDCL3	NM_024065.3	NS	NS	0.0486151
6290528	CHID1	NM_023947.2	NS	NS	0.0486716
360438	ZNF517	NM_213605.1	NS	NS	0.0487158
3990482	C9orf74	NM_030914.1	NS	NS	0.0487471
4810452	MIR16	NM_016641.3	NS	NS	0.0487939
2120196	C1orf22	NM_025191.2	NS	NS	0.0488087
2450678	IFT81	NM_031473.2	NS	NS	0.0488424
4810373	RAP2B	NM_002886.2	NS	NS	0.0489043
1980689	YIPF2	NM_024029.3	NS	NS	0.0489217
1450132	DNAH17	NM_003727.1	NS	NS	0.0490241
2000576	MFAP5	NM_003480.2	NS	NS	0.0490645
4290600	CSE1L	NM_177436.1	NS	NS	0.0490683
1740048	INPP4A	NM_001566.1	NS	NS	0.0491629
6590370	RIPK4	NM_020639.2	NS	NS	0.0492931
7160296	PDCD11	NM_014976.1	NS	NS	0.0493883
460615	CST7	NM_003650.2	NS	NS	0.0493979
4780356	PDCD6	NM_013232.2	NS	NS	0.0494441
5490215	NDOR1	NM_014434.1	NS	NS	0.0494786
4760520	CCNDBP1	NM_037370.1	NS	NS	0.0495399
630170	SF1	NM_201997.1	NS	NS	0.0495968
4180601	IQGAP1	NM_003870.3	NS	NS	0.0496503
1740674	TSC22D4	NM_030935.3	NS	NS	0.0496568
3840465	TBC1D19	NM_018317.1	NS	NS	0.0496595
2650519	HMGN4	NM_006353.2	NS	NS	0.0497442
3940328	ZNF644	NM_016620.2	NS	NS	0.0497519
5890113	TXNRD2	NM_145748.1	NS	NS	0.0497722
360593	TXN2	NM_012473.3	NS	NS	0.0498322
50324	DNAJC18	NM_152686.2	NS	NS	0.0498612
4730608	GPR137	NM_020155.2	NS	NS	0.0498653
2570463	PCYOX1	NM_016297.2	NS	NS	0.0498658
4730300	RBM5	NM_005778.1	NS	NS	0.0499028
7320669	TMEM87B	NM_032824.1	NS	NS	0.0499189
1240309	MSI2	NM_138962.2	NS	NS	0.0499628
7380750	TREX1	NM_016381.2	NS	NS	0.0499641
7320674	DCP1B	NM_152640.3	NS	NS	0.0499676
6220470	RICTOR	NM_152756.3	NS	NS	0.0499821
360187	ZCSL2	NM_206831.1	NS	NS	0.0499869
3420138	C10orf72	NM_001031746.1	NS	NS	0.0499976
4250348	OR4D2	NM_001004707.2	NS	NS	0.049998
